Year,service_id,total_services,total_beneficiaries,total_allowed,total_payment,allowed_per_service,rowid
2022,SERVICE_1163,21048.0,8415.0,4787403.83000595,3820761.91000111,227.45172130397,275
2022,SERVICE_1164,249480.9,246148.0,9798309.8099983,9798309.8099983,39.2747894127298,276
2022,SERVICE_1165,113791.0,90737.0,5002999.18000041,3750897.95000232,43.9665630849576,277
2022,SERVICE_1166,311041.0,249820.0,4878048.46000777,4878048.46000777,15.6829757492027,278
2022,SERVICE_1167,119235.0,99468.0,4870377.93999967,3866498.19999864,40.8468817041948,279
2022,SERVICE_1168,2010306.0,20.0,3209257.16009858,2559396.06001297,1.5964023189,280
2022,SERVICE_1169,42657.0,3882.0,4778405.19002296,3820352.64001034,112.019251002718,281
2022,SERVICE_117,951442.0,900517.0,157072480.320037,120239788.430002,165.088865448485,282
2022,SERVICE_1170,27412.0,7786.0,3767414.91999827,2961044.59000419,137.436703633382,283
2022,SERVICE_1171,35273.0,35145.0,5055645.10999449,4041766.75999793,143.329036656777,284
2022,SERVICE_1172,639.0,639.0,2095743.4199754,2095743.4199754,3279.72366193333,285
2022,SERVICE_1173,219397.0,108880.0,5185363.15000175,5185363.15000175,23.6346128251606,286
2022,SERVICE_1174,8166.0,75.0,3754933.80997885,2996648.00997996,459.825350230082,287
2022,SERVICE_1175,11583.0,101.0,5576781.88000324,4444904.80000263,481.462650436263,288
2022,SERVICE_1176,15970.0,14702.0,4762889.80999934,3790675.95000099,298.23981277391,289
2022,SERVICE_1177,211982.0,198873.0,5103002.19999687,4069718.65999945,24.0728090120712,290
2022,SERVICE_1178,67672.0,53347.0,4833681.04000054,3548043.66999943,71.4280801513261,291
2022,SERVICE_1179,50986.0,50053.0,3943439.17000616,2802950.09999995,77.3435682345381,292
2022,SERVICE_118,23690001.8,9652.0,136140166.679978,108431828.390044,5.7467351766929,293
2022,SERVICE_1180,57647.0,57621.0,9628662.50999491,7080524.41999934,167.027989487656,294
2022,SERVICE_1181,425573.0,202026.0,4828565.93997848,4828565.93997848,11.3460344993185,295
