Year,geo_name,geo_code,benes_total_cnt,total_std_payment_per_capita,total_payment_per_capita,rowid
2017,LA,22,171089.0,12623.54,12081.1,551
2017,LA,22,697888.0,11254.1,10607.6,552
2017,MA,25,1334803.0,9590.56,11455.82,553
2017,MA,25,213804.0,9815.11,11741.37,554
2017,MA,25,1120999.0,9539.72,11391.17,555
2017,MD,24,1032279.0,9805.56,11969.85,556
2017,MD,24,135820.0,12386.76,15591.08,557
2017,MD,24,896459.0,9394.97,11393.82,558
2017,ME,23,336446.0,8610.68,9011.01,559
2017,ME,23,60434.0,8686.56,8947.92,560
2017,ME,23,276012.0,8589.16,9028.91,561
2017,MI,26,2072824.0,10102.89,10568.06,562
2017,MI,26,360807.0,10529.31,10947.55,563
2017,MI,26,1712017.0,9997.89,10474.62,564
2017,MN,27,1012838.0,8719.05,9589.02,565
2017,MN,27,129489.0,9616.14,10575.45,566
2017,MN,27,883349.0,8400.44,9238.68,567
2017,MO,29,1237806.0,9827.81,9606.58,568
2017,MO,29,221151.0,11141.27,10953.96,569
2017,MO,29,1016655.0,9523.91,9294.83,570
2017,MS,28,606549.0,10998.49,10174.59,571
2017,MS,28,133787.0,11681.3,10919.98,572
2017,MS,28,472762.0,10809.81,9968.62,573
2017,MT,30,225947.0,7650.58,8068.8,574
2017,MT,30,28942.0,8309.35,8701.66,575
2017,MT,30,197005.0,7550.66,7972.81,576
2017,NC,37,1961846.0,9297.85,9334.55,577
2017,NC,37,333638.0,10634.91,10731.09,578
2017,NC,37,1628208.0,8998.21,9021.58,579
2017,ND,38,130344.0,8672.24,8962.66,580
2017,ND,38,14846.0,9945.07,10012.33,581
2017,ND,38,115498.0,8494.53,8816.1,582
2017,NE,31,345867.0,9265.75,9451.73,583
2017,NE,31,43707.0,10457.13,10514.37,584
2017,NE,31,302160.0,9107.24,9310.35,585
2017,NH,33,294240.0,8376.97,9296.9,586
2017,NH,33,49171.0,8517.51,9462.51,587
2017,NH,33,245069.0,8349.8,9264.88,588
2017,NJ,34,1626034.0,10400.62,12158.45,589
2017,NJ,34,205359.0,11721.45,13708.78,590
2017,NJ,34,1420675.0,10211.81,11936.83,591
2017,NM,35,415222.0,7931.46,8243.2,592
2017,NM,35,67245.0,9033.74,9418.25,593
2017,NM,35,347977.0,7710.23,8007.38,594
2017,NV,32,515647.0,9646.18,10657.57,595
2017,NV,32,67763.0,12364.33,13703.08,596
2017,NV,32,447884.0,9197.63,10155.0,597
2017,NY,36,3639620.0,10003.87,12141.35,598
2017,NY,36,530781.0,10432.2,12463.11,599
2017,NY,36,3108839.0,9919.73,12078.14,600
2017,OH,39,2356849.0,10017.65,10043.69,601
2017,OH,39,372561.0,10860.11,10911.68,602
2017,OH,39,1984288.0,9853.53,9874.6,603
2017,OK,40,740657.0,10661.32,10222.46,604
2017,OK,40,130610.0,11432.41,11033.87,605
2017,OK,40,610047.0,10496.79,10049.32,606
2017,OR,41,845401.0,7503.93,8450.79,607
2017,OR,41,111067.0,8465.71,9472.97,608
2017,OR,41,734334.0,7318.42,8253.63,609
2017,PA,42,2753347.0,9884.28,10439.02,610
2017,PA,42,418755.0,10575.49,11367.49,611
2017,PA,42,2334592.0,9749.57,10258.08,612
2017,PR,72,757231.0,6523.91,5566.52,613
2017,PR,72,166262.0,11650.53,9507.03,614
2017,PR,72,590969.0,5553.68,4820.77,615
2017,RI,44,221438.0,9098.27,10307.86,616
2017,RI,44,37683.0,8898.03,10078.6,617
2017,RI,44,183755.0,9135.63,10350.63,618
2017,SC,45,1050911.0,9287.79,9071.03,619
2017,SC,45,179309.0,10947.81,10646.95,620
2017,SC,45,871602.0,8992.68,8790.87,621
2017,SD,46,173490.0,8405.77,8739.18,622
2017,SD,46,19867.0,10414.42,10887.09,623
2017,SD,46,153623.0,8116.76,8430.13,624
2017,TN,47,1354945.0,9993.31,9393.25,625
2017,TN,47,256709.0,11223.02,10550.47,626
2017,TN,47,1098236.0,9752.59,9166.73,627
2017,TX,48,4076427.0,11289.97,11187.76,628
2017,TX,48,600319.0,14011.67,13949.79,629
2017,TX,48,3476108.0,10841.77,10732.92,630
2017,Territory,,0.0,0.0,0.0,631
2017,Territory,,0.0,0.0,0.0,632
2017,Territory,,0.0,0.0,0.0,633
2017,UT,49,389726.0,8790.04,8905.9,634
2017,UT,49,50942.0,9779.03,9700.62,635
2017,UT,49,338784.0,8648.38,8792.06,636
2017,VA,51,1494571.0,8995.71,9120.39,637
2017,VA,51,215635.0,10769.68,10839.96,638
2017,VA,51,1278936.0,8741.96,8874.41,639
2017,VI,,20447.0,4690.69,5186.0,640
2017,VI,,1717.0,6105.22,6612.11,641
2017,VI,,18730.0,4566.27,5060.57,642
2017,VT,50,145641.0,7669.66,8732.87,643
2017,VT,50,22962.0,8003.71,9073.06,644
2017,VT,50,122679.0,7602.71,8664.69,645
2017,WA,53,1338611.0,7885.32,8784.65,646
2017,WA,53,182468.0,8458.56,9321.24,647
2017,WA,53,1156143.0,7787.59,8693.17,648
2017,WI,55,1162224.0,8416.52,8769.93,649
2017,WI,55,167067.0,9401.73,9674.61,650
2017,WI,55,995157.0,8214.72,8584.63,651
2017,WV,54,447065.0,9412.1,9225.94,652
2017,WV,54,92429.0,9138.08,8918.89,653
2017,WV,54,354636.0,9495.0,9318.84,654
2017,WY,56,107081.0,7833.1,8715.26,655
2017,WY,56,13367.0,9449.8,10195.39,656
2017,WY,56,93714.0,7607.38,8508.61,657
2017,ZZ,,0.0,0.0,0.0,658
2017,ZZ,,0.0,0.0,0.0,659
2017,ZZ,,0.0,0.0,0.0,660
2018,AK,02,101382.0,7489.72,9986.29,661
2018,AK,02,13094.0,10254.74,13536.34,662
2018,AK,02,88288.0,7059.95,9434.5,663
2018,AL,01,1076245.0,10752.74,9813.12,664
2018,AL,01,232483.0,10665.83,9772.76,665
2018,AL,01,843762.0,10776.4,9824.12,666
2018,AR,05,657063.0,10063.19,9382.98,667
2018,AR,05,140298.0,9969.93,9331.27,668
2018,AR,05,516765.0,10084.29,9394.68,669
2018,AZ,04,1329800.0,9145.03,9625.67,670
2018,AZ,04,160358.0,11236.32,11949.95,671
2018,AZ,04,1169442.0,8951.12,9410.16,672
2018,CA,06,6418955.0,9832.7,12252.11,673
2018,CA,06,711831.0,11858.64,14904.13,674
2018,CA,06,5707124.0,9496.69,11812.26,675
2018,CO,08,924433.0,8762.62,9213.55,676
2018,CO,08,105486.0,10507.57,11036.04,677
2018,CO,08,818947.0,8499.88,8939.13,678
2018,CT,09,699720.0,10709.66,12636.34,679
2018,CT,09,84971.0,11851.58,13808.28,680
2018,CT,09,614749.0,10504.87,12426.16,681
2018,DC,11,97088.0,10373.01,12208.55,682
2018,DC,11,15521.0,13742.71,16470.43,683
2018,DC,11,81567.0,9608.39,11241.48,684
2018,DE,10,210490.0,9820.37,10770.48,685
2018,DE,10,28191.0,12249.2,13463.56,686
2018,DE,10,182299.0,9475.76,10388.38,687
2018,FL,12,4614726.0,11571.78,11562.38,688
2018,FL,12,569151.0,13573.11,13664.83,689
2018,FL,12,4045575.0,11321.71,11299.68,690
2018,GA,13,1758723.0,10340.65,10177.28,691
2018,GA,13,296462.0,12774.43,12584.93,692
2018,GA,13,1462261.0,9849.22,9691.12,693
2018,HI,15,279644.0,6913.72,8228.5,694
2018,HI,15,23841.0,11705.74,13717.07,695
2018,HI,15,255803.0,6419.64,7662.6,696
2018,IA,19,642756.0,8815.56,8900.34,697
2018,IA,19,81015.0,10225.98,10158.45,698
2018,IA,19,561741.0,8619.33,8725.3,699
2018,ID,16,335256.0,8465.02,8463.81,700
2018,ID,16,45590.0,9290.71,9147.56,701
2018,ID,16,289666.0,8325.06,8347.91,702
2018,IL,17,2300947.0,10524.22,11057.25,703
2018,IL,17,300167.0,12486.53,13122.47,704
2018,IL,17,2000780.0,10223.47,10740.73,705
2018,IN,18,1295139.0,10183.83,10200.43,706
2018,IN,18,212011.0,11420.52,11496.34,707
2018,IN,18,1083128.0,9932.45,9937.01,708
2018,KS,20,549627.0,10158.0,9870.0,709
2018,KS,20,75121.0,11216.35,10824.95,710
2018,KS,20,474506.0,9996.11,9723.93,711
2018,KY,21,956160.0,10150.95,9801.75,712
2018,KY,21,206317.0,9759.03,9468.22,713
2018,KY,21,749843.0,10267.19,9900.67,714
2018,LA,22,892776.0,11949.15,11348.93,715
2018,LA,22,171041.0,13266.87,12844.37,716
2018,LA,22,721735.0,11620.37,10975.8,717
2018,MA,25,1365950.0,10003.37,11930.4,718
2018,MA,25,211065.0,10313.61,12317.7,719
2018,MA,25,1154885.0,9937.01,11847.56,720
2018,MD,24,1062029.0,10100.07,12244.29,721
2018,MD,24,135330.0,12858.16,16081.96,722
2018,MD,24,926699.0,9677.23,11655.93,723
2018,ME,23,346350.0,8845.08,9200.22,724
2018,ME,23,59896.0,8974.29,9222.15,725
2018,ME,23,286454.0,8809.96,9194.26,726
2018,MI,26,2122021.0,10305.15,10690.87,727
2018,MI,26,357325.0,11033.13,11369.85,728
2018,MI,26,1764696.0,10127.21,10524.91,729
2018,MN,27,1044080.0,9107.75,9981.08,730
2018,MN,27,128593.0,10359.55,11375.08,731
2018,MN,27,915487.0,8682.0,9506.96,732
2018,MO,29,1263436.0,10213.71,9993.71,733
2018,MO,29,218695.0,11750.15,11564.23,734
2018,MO,29,1044741.0,9880.98,9653.6,735
2018,MS,28,619848.0,11449.37,10651.18,736
2018,MS,28,132272.0,12349.23,11613.08,737
2018,MS,28,487576.0,11213.38,10398.92,738
2018,MT,30,233836.0,8011.37,8423.2,739
2018,MT,30,28845.0,9179.03,9604.75,740
2018,MT,30,204991.0,7846.61,8256.48,741
2018,NC,37,2021544.0,9575.88,9641.39,742
2018,NC,37,330604.0,11133.46,11238.05,743
2018,NC,37,1690940.0,9255.24,9312.7,744
2018,ND,38,134192.0,8826.74,9043.0,745
2018,ND,38,15037.0,9874.98,9956.14,746
2018,ND,38,119155.0,8684.31,8918.94,747
2018,NE,31,354974.0,9618.89,9814.08,748
2018,NE,31,43800.0,10955.05,10994.15,749
2018,NE,31,311174.0,9458.81,9672.7,750
2018,NH,33,304140.0,8685.59,9737.99,751
2018,NH,33,49088.0,8784.09,9845.57,752
2018,NH,33,255052.0,8667.44,9718.17,753
2018,NJ,34,1661111.0,10772.04,12546.29,754
2018,NJ,34,204067.0,12245.13,14217.05,755
2018,NJ,34,1457044.0,10572.97,12320.5,756
2018,NM,35,429014.0,8109.71,8403.63,757
2018,NM,35,67341.0,9333.53,9692.37,758
2018,NM,35,361673.0,7878.19,8159.83,759
2018,NV,32,536704.0,9969.85,11050.74,760
2018,NV,32,67911.0,13183.68,14661.53,761
2018,NV,32,468793.0,9471.62,10490.96,762
2018,NY,36,3727628.0,10425.49,12580.86,763
2018,NY,36,526622.0,11010.92,13057.43,764
2018,NY,36,3201006.0,10315.85,12491.61,765
2018,OH,39,2409155.0,10297.38,10306.2,766
2018,OH,39,371190.0,11102.46,11116.58,767
2018,OH,39,2037965.0,10149.69,10157.54,768
2018,OK,40,759437.0,11131.79,10712.67,769
2018,OK,40,130747.0,11967.36,11564.33,770
2018,OK,40,628690.0,10961.71,10539.31,771
2018,OR,41,876116.0,7811.53,8717.81,772
2018,OR,41,110885.0,9061.95,10041.9,773
2018,OR,41,765231.0,7580.84,8473.53,774
2018,PA,42,2813225.0,10145.47,10699.49,775
2018,PA,42,416728.0,11212.25,12016.74,776
2018,PA,42,2396497.0,9949.42,10457.41,777
2018,PR,72,765990.0,7316.23,6412.77,778
2018,PR,72,161518.0,13471.93,11259.77,779
2018,PR,72,604472.0,6196.32,5530.95,780
2018,RI,44,226533.0,9259.58,10369.28,781
2018,RI,44,37355.0,8962.87,10062.39,782
2018,RI,44,189178.0,9311.37,10422.84,783
2018,SC,45,1088543.0,9616.65,9386.72,784
2018,SC,45,178659.0,11536.44,11199.62,785
2018,SC,45,909884.0,9300.98,9088.63,786
2018,SD,46,179369.0,8774.65,9050.01,787
2018,SD,46,19909.0,10899.15,11237.32,788
2018,SD,46,159460.0,8484.35,8751.13,789
2018,TN,47,1389700.0,10214.41,9623.91,790
2018,TN,47,254584.0,11505.54,10833.76,791
2018,TN,47,1135116.0,9982.51,9406.61,792
2018,TX,48,4226539.0,11637.98,11643.17,793
2018,TX,48,600475.0,14764.39,14889.74,794
2018,TX,48,3626064.0,11146.41,11132.7,795
2018,Territory,,0.0,0.0,0.0,796
2018,Territory,,0.0,0.0,0.0,797
2018,Territory,,0.0,0.0,0.0,798
2018,UT,49,405363.0,9109.25,9270.26,799
2018,UT,49,50846.0,10221.32,10152.6,800
2018,UT,49,354517.0,8956.11,9148.75,801
2018,VA,51,1540865.0,9331.57,9470.31,802
2018,VA,51,215793.0,11048.82,11115.06,803
2018,VA,51,1325072.0,9085.68,9234.79,804
2018,VI,,20477.0,4993.49,5396.12,805
2018,VI,,1663.0,6616.6,7267.06,806
2018,VI,,18814.0,4856.27,5237.96,807
2018,VT,50,150295.0,7716.87,9061.94,808
2018,VT,50,22908.0,8191.79,9655.86,809
2018,VT,50,127387.0,7624.8,8946.8,810
2018,WA,53,1383859.0,8154.52,9006.17,811
2018,WA,53,181343.0,8913.25,9718.29,812
2018,WA,53,1202516.0,8033.4,8892.5,813
2018,WI,55,1198101.0,8769.85,9082.15,814
2018,WI,55,167141.0,10052.62,10264.53,815
2018,WI,55,1030960.0,8520.42,8852.24,816
2018,WV,54,454362.0,9862.35,9663.01,817
2018,WV,54,91270.0,9680.76,9439.55,818
2018,WV,54,363092.0,9915.82,9728.82,819
2018,WY,56,111731.0,8207.65,9206.93,820
2018,WY,56,13727.0,9675.93,10676.76,821
2018,WY,56,98004.0,8007.92,9006.98,822
2018,ZZ,,0.0,0.0,0.0,823
2018,ZZ,,0.0,0.0,0.0,824
2018,ZZ,,0.0,0.0,0.0,825
2019,AK,02,105693.0,7643.03,9988.62,826
2019,AK,02,12898.0,10455.05,13689.99,827
2019,AK,02,92795.0,7233.43,9449.47,828
2019,AL,01,1095425.0,11178.19,10338.38,829
2019,AL,01,227472.0,11294.67,10449.1,830
2019,AL,01,867953.0,11149.36,10310.98,831
2019,AR,05,666885.0,10518.93,9841.44,832
2019,AR,05,137587.0,10508.76,9873.89,833
2019,AR,05,529298.0,10521.04,9834.69,834
2019,AZ,04,1384678.0,9476.69,10001.05,835
2019,AZ,04,158130.0,11401.62,12158.19,836
2019,AZ,04,1226548.0,9307.1,9811.01,837
2019,CA,06,6574726.0,10219.52,12857.87,838
2019,CA,06,688601.0,12503.16,15818.44,839
2019,CA,06,5886125.0,9862.33,12394.8,840
2019,CO,08,955018.0,9035.2,9540.08,841
2019,CO,08,102160.0,10776.58,11325.91,842
2019,CO,08,852858.0,8783.56,9282.03,843
2019,CT,09,713025.0,11165.18,13202.28,844
2019,CT,09,83432.0,12469.06,14605.51,845
2019,CT,09,629593.0,10939.44,12959.32,846
2019,DC,11,98370.0,10607.36,12475.03,847
2019,DC,11,15137.0,14272.43,17146.91,848
2019,DC,11,83233.0,9841.12,11498.31,849
2019,DE,10,217772.0,10166.3,11145.19,850
2019,DE,10,27857.0,12584.39,13735.1,851
2019,DE,10,189915.0,9849.89,10806.29,852
2019,FL,12,4760143.0,11914.66,12021.57,853
2019,FL,12,561273.0,14181.1,14410.66,854
2019,FL,12,4198870.0,11652.45,11745.16,855
2019,GA,13,1810948.0,10765.91,10766.47,856
2019,GA,13,292437.0,13473.1,13444.38,857
2019,GA,13,1518511.0,10264.53,10270.52,858
2019,HI,15,286844.0,7127.67,8592.6,859
2019,HI,15,23187.0,12598.0,14866.26,860
2019,HI,15,263657.0,6601.59,7989.25,861
2019,IA,19,655766.0,9157.24,9276.97,862
2019,IA,19,80199.0,10445.86,10391.4,863
2019,IA,19,575567.0,9001.33,9142.14,864
2019,ID,16,349820.0,8580.02,8764.34,865
2019,ID,16,45443.0,9472.44,9544.33,866
2019,ID,16,304377.0,8442.88,8644.47,867
2019,IL,17,2341496.0,10768.18,11386.39,868
2019,IL,17,293127.0,12817.55,13568.15,869
2019,IL,17,2048369.0,10473.69,11072.88,870
2019,IN,18,1322077.0,10568.14,10625.1,871
2019,IN,18,208033.0,12206.62,12342.19,872
2019,IN,18,1114044.0,10268.27,10310.84,873
2019,KS,20,561444.0,10491.64,10259.28,874
2019,KS,20,73441.0,11794.79,11449.05,875
2019,KS,20,488003.0,10308.13,10091.74,876
2019,KY,21,972766.0,10449.08,10168.56,877
2019,KY,21,201597.0,10081.54,9849.58,878
2019,KY,21,771169.0,10548.76,10255.07,879
2019,LA,22,913689.0,12204.39,11740.16,880
2019,LA,22,169164.0,13820.92,13530.1,881
2019,LA,22,744525.0,11833.86,11329.88,882
2019,MA,25,1392632.0,10234.18,12382.52,883
2019,MA,25,206038.0,10518.86,12766.55,884
2019,MA,25,1186594.0,10177.3,12305.8,885
2019,MD,24,1088101.0,10326.62,12584.3,886
2019,MD,24,133382.0,12971.62,16260.48,887
2019,MD,24,954719.0,9936.28,12041.78,888
2019,ME,23,354827.0,9038.54,9684.51,889
2019,ME,23,58643.0,9063.65,9636.85,890
2019,ME,23,296184.0,9032.22,9696.5,891
2019,MI,26,2162655.0,10535.04,10990.91,892
2019,MI,26,349399.0,11352.54,11720.44,893
2019,MI,26,1813256.0,10349.0,10824.89,894
2019,MN,27,1070360.0,9674.67,10582.43,895
2019,MN,27,126415.0,10953.07,11968.56,896
2019,MN,27,943945.0,9388.81,10272.48,897
2019,MO,29,1285579.0,10594.26,10454.27,898
2019,MO,29,213507.0,12184.82,12089.36,899
2019,MO,29,1072072.0,10271.07,10122.03,900
2019,MS,28,630700.0,11905.05,11189.67,901
2019,MS,28,128899.0,12985.73,12314.87,902
2019,MS,28,501801.0,11643.82,10917.69,903
2019,MT,30,241423.0,8195.4,8704.11,904
2019,MT,30,28435.0,9443.28,10014.25,905
2019,MT,30,212988.0,8030.98,8531.49,906
2019,NC,37,2077183.0,9871.33,10075.19,907
2019,NC,37,325424.0,11614.72,11894.33,908
2019,NC,37,1751759.0,9542.26,9731.81,909
2019,ND,38,137782.0,8929.87,9282.53,910
2019,ND,38,15021.0,10352.61,10570.88,911
2019,ND,38,122761.0,8743.98,9114.19,912
2019,NE,31,363021.0,9959.4,10218.96,913
2019,NE,31,43166.0,11224.19,11254.17,914
2019,NE,31,319855.0,9820.12,10104.96,915
2019,NH,33,312827.0,8934.04,10041.79,916
2019,NH,33,48382.0,9055.9,10132.62,917
2019,NH,33,264445.0,8912.13,10025.46,918
2019,NJ,34,1692622.0,11138.44,12997.44,919
2019,NJ,34,199794.0,12552.85,14593.71,920
2019,NJ,34,1492828.0,10949.03,12783.69,921
2019,NM,35,441116.0,8430.15,8806.12,922
2019,NM,35,66404.0,10067.95,10513.84,923
2019,NM,35,374712.0,8140.64,8504.25,924
2019,NV,32,557179.0,10320.47,11452.27,925
2019,NV,32,66565.0,13905.52,15451.01,926
2019,NV,32,490614.0,9814.96,10888.43,927
2019,NY,36,3801343.0,10914.5,13254.21,928
2019,NY,36,516086.0,11457.51,13654.38,929
2019,NY,36,3285257.0,10818.74,13183.63,930
2019,OH,39,2454871.0,10518.61,10599.51,931
2019,OH,39,364488.0,11170.71,11230.56,932
2019,OH,39,2090383.0,10408.78,10493.22,933
2019,OK,40,775679.0,11693.47,11320.53,934
2019,OK,40,129561.0,12829.37,12464.52,935
2019,OK,40,646118.0,11480.76,11106.3,936
2019,OR,41,902871.0,7994.4,9013.26,937
2019,OR,41,109149.0,9211.35,10298.91,938
2019,OR,41,793722.0,7779.58,8786.31,939
2019,PA,42,2862871.0,10337.79,10980.34,940
2019,PA,42,408128.0,11596.74,12485.58,941
2019,PA,42,2454743.0,10121.9,10722.21,942
2019,PR,72,775081.0,7723.68,7049.15,943
2019,PR,72,155833.0,15306.01,13259.17,944
2019,PR,72,619248.0,6435.35,5994.0,945
2019,RI,44,230907.0,9604.7,10616.39,946
2019,RI,44,36587.0,9483.79,10449.22,947
2019,RI,44,194320.0,9624.67,10644.01,948
2019,SC,45,1124041.0,9977.76,9825.24,949
2019,SC,45,176043.0,12080.07,11801.18,950
2019,SC,45,947998.0,9662.65,9529.07,951
2019,SD,46,184176.0,9037.99,9415.63,952
2019,SD,46,19694.0,11412.03,11893.2,953
2019,SD,46,164482.0,8731.53,9095.8,954
2019,TN,47,1421445.0,10512.09,10043.93,955
2019,TN,47,249063.0,12038.39,11456.33,956
2019,TN,47,1172382.0,10264.26,9814.59,957
2019,TX,48,4368416.0,11944.37,12171.49,958
2019,TX,48,592548.0,15410.32,15897.33,959
2019,TX,48,3775868.0,11445.62,11635.35,960
2019,Territory,,0.0,0.0,0.0,961
2019,Territory,,0.0,0.0,0.0,962
2019,Territory,,0.0,0.0,0.0,963
2019,UT,49,420395.0,9413.65,9692.88,964
2019,UT,49,50151.0,10318.62,10481.72,965
2019,UT,49,370244.0,9296.84,9591.06,966
2019,VA,51,1581647.0,9572.35,9794.91,967
2019,VA,51,212490.0,11356.3,11517.68,968
2019,VA,51,1369157.0,9341.0,9571.49,969
2019,VI,,20764.0,4998.05,5627.75,970
2019,VI,,1637.0,6253.59,7269.61,971
2019,VI,,19127.0,4895.71,5493.91,972
2019,VT,50,154044.0,7818.83,9329.7,973
2019,VT,50,22545.0,8197.35,9871.24,974
2019,VT,50,131499.0,7748.77,9229.47,975
2019,WA,53,1426634.0,8310.41,9245.11,976
2019,WA,53,177564.0,9153.18,10037.05,977
2019,WA,53,1249070.0,8185.94,9128.14,978
2019,WI,55,1228636.0,8978.34,9345.05,979
2019,WI,55,164697.0,10240.16,10532.95,980
2019,WI,55,1063939.0,8745.52,9125.87,981
2019,WV,54,458970.0,10220.43,10048.12,982
2019,WV,54,88737.0,9912.67,9645.53,983
2019,WV,54,370233.0,10304.24,10157.76,984
2019,WY,56,115611.0,8438.85,9474.99,985
2019,WY,56,13631.0,9966.79,11101.0,986
2019,WY,56,101980.0,8239.86,9263.23,987
2019,ZZ,,0.0,0.0,0.0,988
2019,ZZ,,0.0,0.0,0.0,989
2019,ZZ,,0.0,0.0,0.0,990
2020,AK,02,109882.0,7109.39,9449.44,991
2020,AK,02,12647.0,9728.27,12722.24,992
2020,AK,02,97235.0,6752.2,9003.07,993
2020,AL,01,1112834.0,10854.21,10317.1,994
2020,AL,01,221177.0,11292.57,10689.32,995
2020,AL,01,891657.0,10756.45,10234.1,996
2020,AR,05,676740.0,10252.13,9723.47,997
2020,AR,05,134782.0,10557.14,10038.69,998
2020,AR,05,541958.0,10194.59,9664.0,999
2020,AZ,04,1432482.0,9032.51,9556.08,1000
2020,AZ,04,155462.0,11779.49,12529.06,1001
2020,AZ,04,1277020.0,8812.77,9318.26,1002
2020,CA,06,6711821.0,9875.98,12608.9,1003
2020,CA,06,662588.0,12523.46,16084.08,1004
2020,CA,06,6049233.0,9487.16,12098.52,1005
2020,CO,08,984092.0,8588.17,9158.71,1006
2020,CO,08,98306.0,10780.4,11453.03,1007
2020,CO,08,885786.0,8303.53,8860.81,1008
2020,CT,09,726542.0,10674.44,12716.35,1009
2020,CT,09,81891.0,12297.87,14503.61,1010
2020,CT,09,644651.0,10409.31,12424.45,1011
2020,DC,11,98781.0,10168.29,12181.56,1012
2020,DC,11,14467.0,14044.97,17140.98,1013
2020,DC,11,84314.0,9417.95,11221.65,1014
2020,DE,10,225795.0,9581.87,10586.38,1015
2020,DE,10,27316.0,12309.15,13532.35,1016
2020,DE,10,198479.0,9256.67,10235.11,1017
2020,FL,12,4892154.0,11405.65,11680.09,1018
2020,FL,12,550083.0,14090.08,14539.4,1019
2020,FL,12,4342071.0,11116.15,11371.72,1020
2020,GA,13,1861084.0,10422.66,10573.29,1021
2020,GA,13,287321.0,13776.22,13885.01,1022
2020,GA,13,1573763.0,9860.21,10017.86,1023
2020,HI,15,293932.0,6658.94,8123.19,1024
2020,HI,15,22386.0,12064.18,14401.76,1025
2020,HI,15,271546.0,6173.86,7559.74,1026
2020,IA,19,668784.0,8919.35,9084.85,1027
2020,IA,19,78912.0,10464.56,10432.33,1028
2020,IA,19,589872.0,8743.21,8931.26,1029
2020,ID,16,364880.0,8269.7,8495.21,1030
2020,ID,16,45168.0,9499.88,9655.17,1031
2020,ID,16,319712.0,8093.55,8329.12,1032
2020,IL,17,2378023.0,10213.08,10912.63,1033
2020,IL,17,285045.0,12428.51,13288.59,1034
2020,IL,17,2092978.0,9912.15,10589.89,1035
2020,IN,18,1347392.0,10213.45,10388.95,1036
2020,IN,18,203141.0,11867.13,12086.17,1037
2020,IN,18,1144251.0,9941.77,10110.11,1038
2020,KS,20,573515.0,10189.49,10082.51,1039
2020,KS,20,71970.0,11812.81,11592.64,1040
2020,KS,20,501545.0,9980.97,9888.54,1041
2020,KY,21,987126.0,9964.98,9799.45,1042
2020,KY,21,195898.0,9775.6,9615.23,1043
2020,KY,21,791228.0,10010.49,9843.72,1044
2020,LA,22,930754.0,12094.87,11713.46,1045
2020,LA,22,165663.0,13955.27,13774.85,1046
2020,LA,22,765091.0,11706.88,11283.54,1047
2020,MA,25,1417832.0,9570.62,11561.63,1048
2020,MA,25,200081.0,10081.67,12172.61,1049
2020,MA,25,1217751.0,9475.63,11448.07,1050
2020,MD,24,1110838.0,9669.05,12108.38,1051
2020,MD,24,130106.0,12837.73,16531.69,1052
2020,MD,24,980732.0,9221.75,11483.98,1053
2020,ME,23,362843.0,8363.42,8956.1,1054
2020,ME,23,57021.0,8626.37,9113.33,1055
2020,ME,23,305822.0,8298.44,8917.25,1056
2020,MI,26,2202632.0,9858.37,10388.38,1057
2020,MI,26,340197.0,10800.06,11251.09,1058
2020,MI,26,1862435.0,9650.67,10198.1,1059
2020,MN,27,1096014.0,9169.19,10107.04,1060
2020,MN,27,123526.0,10751.19,11791.93,1061
2020,MN,27,972488.0,8836.53,9752.74,1062
2020,MO,29,1308493.0,10331.35,10388.38,1063
2020,MO,29,208142.0,12172.47,12311.52,1064
2020,MO,29,1100351.0,9987.75,10029.48,1065
2020,MS,28,640263.0,11487.89,10980.31,1066
2020,MS,28,125255.0,13156.04,12659.7,1067
2020,MS,28,515008.0,11124.67,10614.64,1068
2020,MT,30,248868.0,7692.67,8223.97,1069
2020,MT,30,27707.0,9051.74,9630.81,1070
2020,MT,30,221161.0,7526.28,8051.73,1071
2020,NC,37,2130073.0,9482.3,9800.47,1072
2020,NC,37,317921.0,11591.6,12000.79,1073
2020,NC,37,1812152.0,9117.03,9419.45,1074
2020,ND,38,141287.0,8909.55,9333.38,1075
2020,ND,38,14899.0,10667.27,11001.17,1076
2020,ND,38,126388.0,8688.35,9123.5,1077
2020,NE,31,371073.0,9679.35,10111.62,1078
2020,NE,31,42531.0,11370.12,11556.71,1079
2020,NE,31,328542.0,9505.68,9963.19,1080
2020,NH,33,322075.0,8255.22,9215.86,1081
2020,NH,33,47537.0,8578.41,9567.86,1082
2020,NH,33,274538.0,8201.63,9157.5,1083
2020,NJ,34,1722289.0,10340.0,12262.19,1084
2020,NJ,34,193921.0,12244.04,14471.51,1085
2020,NJ,34,1528368.0,10101.08,11984.96,1086
2020,NM,35,451997.0,7929.34,8328.77,1087
2020,NM,35,64711.0,9938.17,10395.95,1088
2020,NM,35,387286.0,7607.9,7997.99,1089
2020,NV,32,575144.0,9949.53,11203.25,1090
2020,NV,32,65163.0,13920.48,15620.59,1091
2020,NV,32,509981.0,9431.74,10627.26,1092
2020,NY,36,3858571.0,10317.47,12759.99,1093
2020,NY,36,502453.0,11200.93,13584.82,1094
2020,NY,36,3356118.0,10169.97,12622.28,1095
2020,OH,39,2496986.0,9972.38,10151.53,1096
2020,OH,39,355947.0,10684.33,10838.65,1097
2020,OH,39,2141039.0,9862.74,10045.72,1098
2020,OK,40,790893.0,11436.45,11161.5,1099
